user_id,gender,age
149471,2,37
149491,2,32
149560,2,39
149670,2,42
149950,1,38
150000,2,33
150300,2,30
150390,2,30
150400,2,35
150571,2,35
150680,2,29
150890,2,34
150971,2,32
151030,2,29
151111,2,33
151121,1,37
151140,2,13
151190,2,28
151561,2,36
151690,2,32
151761,2,36
151820,2,34
151990,2,32
152031,1,8
152101,2,43
152170,2,33
152221,2,28
152590,2,38
152611,2,31
152661,2,34
152800,2,32
152871,2,31
153030,1,38
153051,2,28
153081,1,32
153141,2,33
154040,2,29
154070,2,30
154291,2,31
154851,2,33
155121,2,36
155271,2,33
155281,2,39
155340,2,38
155601,2,28
155951,2,36
156241,2,30
156371,2,41
156390,2,29
156670,2,30
156881,2,29
156980,2,33
157221,2,32
157341,2,33
157440,2,30
157551,2,34
157800,1,29
157861,2,29
157971,2,35
158201,2,32
158430,2,32
158830,2,29
159091,2,32
159450,1,32
160011,2,37
160131,2,36
160170,2,35
160311,2,26
160360,2,28
160371,2,26
160510,1,30
160611,1,33
160650,2,39
160741,2,30
160880,1,35
160930,2,32
161391,2,35
161641,1,52
162131,2,30
162290,2,29
162330,2,11
162340,2,9
162361,2,32
162501,2,30
162610,2,36
162951,2,31
162991,2,38
163091,2,13
163161,2,33
163340,2,32
163351,2,31
163400,2,29
163631,2,8
163660,2,45
163711,2,36
163911,2,36
164031,2,9
164170,2,28
164431,2,34
164581,2,28
164960,2,32
165461,2,53
165530,2,30
165550,1,8
166000,2,31
166010,2,31
166191,1,55
166551,2,31
166561,1,21
166591,2,30
166921,2,35
166941,2,32
166960,1,30
167021,1,35
167200,2,29
167271,2,31
167450,2,30
167581,2,9
167591,2,11
167600,2,35
167610,1,50
167770,2,29
168060,1,39
168131,2,28
168160,2,29
168501,2,32
168520,2,34
168551,1,38
168850,2,34
168981,2,28
169071,2,32
169200,2,40
169240,2,38
169481,2,33
169750,2,33
169801,1,57
170290,2,32
170800,2,37
171071,1,52
171081,2,38
171410,1,2
171571,2,11
171711,1,33
171740,2,36
172001,2,31
172571,1,32
172800,2,31
172821,2,30
172890,2,34
172951,2,42
172990,2,29
173070,1,28
173121,2,3
173501,2,34
173511,2,35
173920,2,38
174010,2,31
174120,2,35
174190,2,29
174330,2,38
174380,2,32
174401,2,25
174461,2,41
174611,2,31
174700,2,33
174750,2,31
174760,2,31
174800,2,39
174940,2,35
175101,2,30
175420,2,29
175500,2,27
175690,1,55
175950,2,27
175960,2,29
176151,2,36
176541,2,8
176620,2,40
176630,1,37
176640,2,27
176700,1,33
176741,2,34
176750,2,31
176930,2,33
177040,2,37
177211,1,41
177380,1,33
177511,2,38
177681,2,31
178001,2,45
178040,2,41
178050,2,36
178071,2,39
178091,2,30
178110,2,33
178351,2,30
178390,2,49
178490,2,27
178540,2,31
178781,1,33
178861,2,31
178891,2,54
178901,2,41
178931,2,28
178951,2,42
179080,2,33
179110,2,35
179111,2,33
179321,1,32
179720,2,28
179821,2,30
179830,1,41
179930,2,29
179940,2,30
180080,2,33
180350,2,32
180430,2,37
180750,2,29
181001,2,32
181480,1,43
181510,2,35
181740,2,33
181811,2,30
182431,2,48
182500,2,43
182561,2,37
182891,2,37
183081,2,39
183171,2,36
183210,2,31
183231,1,72
183311,1,32
183330,1,34
183361,2,31
183471,2,33
183591,1,56
183671,2,32
183730,1,41
183860,2,38
184060,2,28
184140,2,44
184511,1,38
184741,2,34
184810,2,12
184930,2,31
184941,1,35
185000,2,33
185011,1,33
185151,2,61
185320,2,32
185791,2,30
185950,2,29
186021,2,33
186431,1,34
186450,2,44
186650,2,29
186701,2,36
186820,1,34
187301,1,30
187331,2,29
187550,2,32
187570,2,34
187650,1,53
187711,2,34
187971,1,35
188461,2,40
188641,2,31
188650,2,33
188700,2,8
188730,1,28
188850,2,33
188891,2,30
188900,1,30
188991,2,12
189191,2,27
189261,2,32
189440,1,35
189571,2,34
189851,1,38
189931,2,33
189981,1,27
190151,1,31
190181,1,39
190650,2,39
190681,2,37
190751,1,32
190761,2,28
190821,1,32
190900,1,29
191200,2,30
191240,1,34
191450,2,32
191590,2,36
191660,2,34
191700,2,36
191711,2,47
191771,2,12
191810,2,30
191811,2,32
191921,2,37
192001,2,36
192061,2,37
192120,2,29
192300,2,36
192390,2,34
192440,1,51
192551,2,29
192641,2,35
192701,1,46
193021,1,41
193061,2,26
193741,1,34
193780,2,32
193890,2,27
194301,1,35
194480,2,26
194531,2,32
194540,2,38
194640,2,34
195341,1,55
195380,2,54
195771,2,32
195910,2,42
195961,2,37
196010,2,42
196210,2,45
196480,2,29
196581,2,37
196801,2,28
196901,1,33
196911,2,39
197030,2,49
197050,1,32
197080,2,33
197110,1,36
197430,1,56
197441,2,32
197461,2,33
197491,1,32
197611,2,43
197791,2,12
197891,1,29
197980,2,54
198011,2,37
198480,2,33
198621,2,34
198671,2,34
198871,2,34
199020,2,40
199261,2,32
199950,1,38
200170,2,30
200420,2,32
200460,2,33
200500,2,27
200750,2,2
200791,2,31
200830,1,47
200841,2,39
200971,2,32
200980,2,31
201031,2,48
201100,2,35
201121,1,40
201130,2,32
201190,2,8
201601,1,37
201620,2,34
201660,2,28
201711,2,35
201790,1,32
202000,2,36
202071,1,36
202151,2,34
202411,2,27
202420,2,12
202481,1,36
202630,2,32
202770,2,34
202771,2,11
202830,2,30
203030,2,28
203160,2,31
203361,2,30
203551,1,34
203561,2,39
203730,2,29
204210,2,39
204411,2,32
204451,2,36
204470,2,30
204480,2,32
204561,1,36
204651,2,34
204820,1,33
205040,2,33
205201,2,31
205240,2,38
205361,2,42
205431,2,31
205440,1,38
205461,2,29
205490,2,37
205580,2,30
205951,1,30
206130,2,31
206241,2,28
206271,2,28
206340,2,50
206420,2,28
206471,2,11
206570,1,35
206860,2,30
206931,1,35
207111,2,29
207150,2,29
207540,2,39
207550,2,36
207710,2,39
207731,2,36
207751,2,31
207790,2,30
207891,2,32
208030,2,40
208120,2,33
208230,2,37
208231,1,36
208260,2,32
208410,2,36
208471,2,37
208650,2,27
208661,2,28
208760,2,43
208950,2,25
209370,2,34
209711,1,34
209920,2,31
209930,2,6
209971,2,29
210121,2,30
210191,2,32
210320,2,35
210401,2,43
210471,2,24
210541,2,33
210561,2,30
210640,2,29
210700,1,31
210710,1,34
210750,2,32
210771,2,33
210941,2,33
211021,2,36
211131,2,31
211180,2,5
211220,2,37
211420,2,29
211451,2,38
211521,1,50
212091,2,35
212161,2,32
212211,2,34
212221,1,35
212341,2,35
212350,2,46
212610,2,32
212651,2,42
212691,2,29
213001,2,34
213081,2,32
213090,2,34
213171,2,33
213261,2,38
213410,2,31
213550,2,31
213611,2,30
213950,2,29
214041,2,32
214050,2,30
214221,2,36
214290,2,31
214300,2,32
214360,1,52
214401,2,32
214580,2,37
214600,1,51
214941,2,50
215051,2,36
215130,2,29
215210,2,31
215301,2,44
215510,2,36
215640,2,30
215660,2,28
215680,1,34
215681,2,37
215701,2,30
215850,2,30
215960,2,44
216060,2,30
216081,2,32
216311,1,38
216530,1,31
216691,2,32
216720,2,36
217081,2,34
217221,2,38
217291,2,39
217380,2,34
217411,2,40
217600,2,30
217611,2,37
217770,2,32
217860,1,26
217901,1,29
218000,2,33
218140,2,11
218210,2,32
218220,2,33
218611,1,34
218830,2,11
218971,2,47
219291,2,27
219401,2,29
219500,2,51
219570,2,26
219711,2,26
219851,2,31
219980,2,42
220010,1,8
220200,2,38
220230,2,25
220320,2,30
220730,2,37
220881,2,39
220891,2,31
220931,2,45
220941,2,33
220970,2,28
221390,2,30
221411,1,39
221551,2,27
221580,2,34
221950,1,34
222180,2,29
222570,1,34
222591,2,34
223160,2,28
223240,2,9
223241,2,35
223250,2,30
223320,1,33
223341,2,34
223481,2,9
223611,2,42
223760,1,32
223790,2,30
223920,2,27
224140,2,33
224191,2,36
224211,2,40
224341,2,28
224400,2,26
224421,2,35
224491,2,42
224550,2,35
224681,1,33
224890,2,25
225340,2,30
225350,2,28
225600,2,4
225791,2,30
225891,1,23
226141,2,25
226161,2,35
226240,2,32
226271,2,36
226411,2,45
226491,2,32
226571,2,50
226711,2,33
227021,1,40
227091,2,32
227150,2,5
227161,2,5
227351,2,31
227371,2,30
227400,2,31
227440,2,40
227521,2,37
227530,2,31
227590,2,32
227641,1,46
227910,2,34
227921,2,26
228040,1,31
228441,2,30
228580,2,47
228910,2,34
228950,2,36
229150,2,32
229260,1,34
229271,2,22
229360,2,35
229451,2,28
229460,2,40
229470,2,37
229620,2,41
229621,1,35
229721,2,44
229970,2,27
230251,2,28
230260,2,34
230450,2,32
230660,1,31
230720,2,32
230770,2,34
230851,2,45
231080,2,26
231210,2,27
231240,2,30
231280,2,32
231310,2,30
231341,2,35
231510,2,32
231551,2,34
231650,2,32
231690,2,26
231801,2,34
231881,2,35
232041,2,33
232220,2,27
232310,1,29
232361,1,35
232370,2,35
232540,2,34
232580,2,30
232611,2,42
232821,2,27
232911,2,31
232920,2,11
232940,1,39
232961,1,36
232980,2,34
233181,2,30
233250,2,33
233251,2,44
233430,1,30
233451,1,32
233511,1,38
233630,2,31
233700,1,44
233860,2,34
234101,2,35
234130,2,29
234391,2,27
234430,2,41
234470,1,44
234521,2,30
234550,2,31
234621,2,11
234730,1,34
234901,2,47
234930,2,34
235120,1,39
235121,2,33
235150,2,33
235171,2,31
235281,2,28
235321,2,26
235340,2,28
235591,2,27
235770,2,27
235891,2,25
235990,2,43
236180,2,29
236360,2,27
236361,2,29
236440,2,31
236441,2,30
236630,2,38
236931,2,40
236950,2,28
237021,2,28
237030,2,28
237191,2,27
237320,2,35
237351,2,27
237411,2,30
237430,2,30
237791,2,31
238160,1,29
238201,1,25
238351,1,29
238690,2,28
238780,2,35
238821,2,29
238951,1,38
239070,2,30
239110,1,29
239121,2,28
239421,1,40
239561,1,30
239591,2,33
239651,2,30
239660,2,36
239710,2,43
239930,2,30
240031,1,37
240231,2,29
240490,2,31
240660,2,32
241051,2,28
241120,2,26
241480,2,28
241601,2,32
241811,2,30
241900,2,31
241920,2,31
242200,2,35
242281,2,29
242290,2,34
242331,2,37
242461,2,28
242540,2,30
242550,2,29
242670,1,18
242770,2,34
242971,2,28
243121,2,26
243201,2,27
243221,2,26
243501,2,26
243541,2,29
243640,2,27
243641,2,30
243721,2,21
243751,2,42
243871,2,37
243881,2,44
244010,2,43
244060,2,35
244091,2,3
244131,2,29
244191,2,42
244320,2,27
244430,2,33
244671,2,34
244761,2,32
244770,2,28
244880,1,29
244951,2,35
244971,2,34
244990,1,50
245170,1,32
245200,2,27
245240,2,29
245441,2,29
245640,2,38
245701,2,39
245720,2,38
245770,2,35
245861,2,26
245881,2,27
246110,2,24
246120,2,42
246280,2,10
246570,2,33
246641,2,37
246690,2,30
246770,2,5
246880,2,30
247231,2,42
247251,2,28
247311,2,24
247350,1,40
247420,2,32
247450,1,30
247491,2,40
247711,2,36
247761,2,29
247770,2,36
247851,2,31
247860,1,42
248091,2,34
248441,1,35
248490,2,26
248500,2,28
248520,2,30
248540,2,28
248671,1,26
248830,2,25
249090,2,27
249421,1,32
249491,2,31
249570,2,30
249630,2,40
249720,2,37
249791,2,29
250151,2,26
250431,2,34
250681,2,24
250840,2,24
251040,2,30
251100,2,32
251211,2,11
251250,2,33
251351,2,27
251410,2,32
251600,2,40
251751,2,30
251771,2,38
251800,2,28
251951,1,40
251960,2,35
251990,2,32
252021,1,33
252040,2,26
252070,2,28
252241,2,33
252280,2,36
252320,2,10
252540,2,43
252550,2,31
252621,2,34
252650,2,27
253001,1,35
253191,1,29
253210,2,33
253420,2,35
253581,2,32
253740,2,29
253761,2,25
253781,2,11
254121,1,16
254130,1,31
254261,2,39
254280,2,30
254461,2,41
254500,2,28
254650,2,31
254681,1,27
254901,2,31
254990,2,36
255161,2,26
255381,1,45
255430,1,35
255500,2,35
255530,1,30
255600,2,31
255680,2,34
255700,2,31
255701,2,25
255711,2,32
255831,1,24
255890,2,43
255901,2,40
255920,2,32
255931,1,30
256130,2,26
256140,2,33
256200,2,32
256210,2,36
256290,2,38
256340,2,31
256470,2,30
256650,2,33
256651,2,36
256670,2,33
256781,2,28
256860,2,25
256891,1,37
256930,2,33
257011,2,32
257041,2,5
257130,1,46
257331,2,35
257440,1,33
257470,2,9
257551,1,29
257781,2,33
257861,2,28
257901,2,37
258021,1,36
258041,2,31
258310,2,32
258330,2,55
258471,2,30
258491,2,27
258631,2,25
258640,2,30
258820,2,27
258831,2,35
258880,1,32
259110,2,32
259320,2,47
259421,2,37
259450,2,30
259531,2,26
259541,2,26
259601,2,37
259820,2,30
260261,1,31
260430,1,38
260881,2,31
260940,2,33
260990,2,26
261100,2,45
261311,2,32
261321,2,26
261340,2,32
261421,2,34
261501,2,110
261551,2,26
261741,2,50
261761,2,40
261981,2,34
262121,1,32
262190,2,43
262220,2,33
262231,2,29
262250,2,36
262251,1,34
262291,2,36
262421,2,25
262620,2,29
262701,2,10
262720,2,45
262760,2,30
262970,2,34
263191,1,39
263391,2,36
263440,2,30
263620,2,44
263661,2,29
264171,2,40
264240,2,30
265120,2,28
265151,2,29
265191,2,37
265220,1,34
265481,2,27
265791,2,36
266021,2,33
266040,2,29
266130,1,31
266391,2,29
266451,1,31
266530,2,35
266661,2,46
266681,2,27
266700,2,29
266721,2,30
267401,2,29
267521,2,30
267680,2,36
268130,2,36
268191,2,28
268240,2,32
268271,2,27
268550,2,9
268651,2,30
268790,2,32
268841,2,34
268861,1,45
268991,2,25
269020,1,40
269061,2,32
269100,2,37
269361,2,27
269381,2,23
269420,2,36
269470,2,26
269481,1,47
269500,2,27
269540,2,32
269791,2,36
270311,2,41
270491,2,28
270691,2,36
270750,2,32
271000,2,30
271090,2,30
271401,2,28
271710,2,32
271800,2,37
271850,2,31
272100,2,32
272181,2,41
272201,1,32
272311,2,39
272380,2,30
272830,2,32
272870,2,28
273151,2,31
273230,2,26
273250,2,26
273271,1,35
273301,2,24
273321,2,29
273351,2,27
273590,2,34
273611,2,25
273811,1,38
273850,2,36
274151,2,32
274251,2,38
274500,2,34
274591,2,27
274771,2,32
275010,1,41
275331,2,33
277351,2,38
277991,2,38
278301,2,37
278420,2,23
278731,2,33
278861,2,39
279240,2,35
279251,2,33
279461,1,27
279580,1,39
279761,2,38
279940,1,33
280111,2,27
280270,2,32
280571,2,31
280601,2,41
280721,2,33
280941,2,32
281341,2,31
281380,1,36
281471,2,35
281521,2,32
281531,2,29
281650,2,47
281691,1,53
282160,2,29
282750,1,27
282941,1,34
283031,2,31
284151,2,30
284271,2,39
284340,2,29
285510,2,29
285831,2,35
286441,2,26
286600,1,34
286610,1,37
286700,1,32
287260,2,34
287781,2,29
287991,2,34
288431,2,30
289510,2,30
289611,2,3
290090,2,46
290920,1,33
291031,2,28
291061,2,31
291781,1,11
291861,2,25
292301,1,38
292810,2,42
293591,1,34
294311,2,32
294480,2,40
294641,1,53
294651,2,40
295150,2,31
295151,2,31
295291,2,34
295490,2,32
295581,1,8
296300,2,43
296611,2,42
296740,2,32
296741,2,25
296890,1,39
297051,2,30
297470,2,39
297770,1,30
297791,2,34
298691,2,24
299380,2,35
299441,2,36
299481,2,30
300190,2,34
300300,2,31
300530,2,43
300960,2,27
301380,2,32
301581,2,26
301621,1,28
301720,2,25
302160,2,34
302910,2,27
303020,2,56
303021,2,37
303321,2,30
303601,2,34
303690,2,29
303850,2,50
304091,1,46
304861,2,25
304941,2,32
305050,2,28
305341,2,57
306450,2,30
306561,1,36
306711,1,39
306721,2,35
306890,2,27
307021,2,10
307100,2,26
307111,2,75
307151,2,34
307361,2,25
307791,1,46
307800,2,45
308280,2,33
308750,2,26
308891,1,41
308960,2,28
308990,2,35
309080,1,34
309290,2,33
309371,2,25
309511,1,35
309521,2,9
309841,1,40
310530,1,36
310590,1,61
310930,2,28
311001,2,27
311111,2,28
311610,1,36
311970,1,27
311991,2,27
312091,1,39
312350,2,31
312721,2,25
312811,2,32
312880,2,29
313011,2,27
313181,2,27
313501,1,27
313870,2,31
313941,2,30
313960,2,24
314091,1,31
314621,2,29
314710,2,40
314790,2,25
314800,1,43
315091,2,27
315150,1,30
315391,2,26
315511,2,31
315580,2,29
315680,2,43
315951,1,39
316100,2,42
316250,2,51
316270,2,26
317140,2,29
317330,2,24
317370,2,36
317520,2,27
317631,2,34
317641,2,27
317680,2,26
317881,2,32
317981,1,27
318011,1,44
318161,2,25
318180,2,32
318290,2,25
318360,2,26
318491,2,32
320201,2,31
320341,1,28
321441,2,31
321850,1,107
321991,1,33
322881,2,34
323670,2,29
324900,2,27
325180,1,34
325351,2,24
325480,1,27
325610,2,41
325911,1,31
326430,2,37
