book_id,genre_id
4162,1311
4162,1312
4280,547
4280,552
4313,412
4313,441
4346,1217
4346,1222
4406,412
4406,1130
4409,128
4409,1311
4484,137
4484,144
4484,146
4513,444
4526,141
4526,142
4526,146
4526,1223
4535,441
4535,446
4540,519
4540,1225
4586,1217
4586,1222
4613,412
4613,434
4726,1223
4727,1314
4754,426
4754,1240
4754,1246
4762,1136
4762,1222
4871,479
4871,1262
4880,1136
4880,1284
4880,1326
4885,137
4885,1318
4897,479
4897,483
4902,412
4902,441
4957,1165
4957,1179
4957,1181
4957,1185
4963,1255
4963,1260
4963,1268
4964,1255
4964,1268
4968,549
4968,1142
4997,1231
4997,1314
5028,141
5028,142
5028,146
5028,1223
5038,412
5041,412
5041,441
5041,527
5062,150
5062,537
5062,613
5110,1217
5114,125
5114,126
5114,127
5119,125
5119,127
5119,433
5128,400
5128,412
5128,441
5131,468
5131,479
5132,433
5132,1217
5133,446
5140,412
5140,441
5145,1142
5161,1125
5161,1222
5162,434
5168,498
5178,414
5181,414
5228,444
5233,1217
5255,1217
5255,1222
5274,412
5274,443
5274,1136
5274,1326
5349,409
5352,1217
5358,412
5377,412
5377,441
5377,444
5377,1133
5378,412
5378,441
5378,444
5382,547
5382,559
5428,444
5428,447
5428,1284
5431,424
5431,1233
5452,1217
5452,1222
5457,1322
5463,551
5539,433
5544,149
5557,412
5557,444
5586,616
5611,1142
5630,412
5630,430
5630,1218
5643,1318
5643,1321
5659,412
5659,426
5669,1222
5669,1310
5683,1142
5743,434
5743,616
5754,128
5754,1311
5754,1312
5762,1217
5762,1222
5778,430
5786,416
5786,1129
5802,1314
5823,505
5824,426
5824,1254
5830,1142
5839,1142
5846,424
5849,424
5862,424
5863,424
5876,1314
5877,424
5878,424
5881,424
5885,426
5885,1242
5895,424
5928,434
5941,445
5943,137
5943,1318
5970,125
5970,127
5970,433
5985,140
5985,430
5985,433
5987,1251
5991,441
6008,1217
6014,412
6014,441
6015,409
6015,412
6034,409
6034,1223
6101,412
6101,438
6112,412
6112,441
6112,443
6115,441
6127,441
6131,412
6131,424
6131,1233
6131,1235
6136,441
6140,441
6150,441
6156,150
6156,412
6160,150
6166,430
6166,529
6186,446
6186,447
6186,1235
6186,1314
6197,1268
6222,426
6222,1240
6222,1242
6231,412
6231,441
6241,708
6242,146
6242,1223
6248,433
6248,1217
6267,423
6267,448
6281,424
6281,444
6285,527
6285,533
6285,1306
6286,533
6286,1306
6323,468
6323,479
6323,485
6325,1133
6325,1136
6352,1255
6352,1259
6352,1263
6385,441
6385,446
6388,434
6388,446
6417,412
6417,441
6453,127
6453,433
6458,412
6458,1125
6540,150
6540,444
6540,1318
6541,150
6541,446
6541,1318
6561,130
6564,43
6564,83
6566,1235
6566,1314
6612,1217
6612,1222
6613,433
6613,1217
6623,392
6623,601
6642,441
6646,1142
6664,127
6664,412
6664,441
6664,444
6723,392
6723,517
6723,1142
6741,1133
6741,1136
6741,1142
6743,430
6746,149
6759,126
6759,1222
6759,1310
6765,151
6765,355
6772,433
6772,1217
6775,433
6775,1217
6793,127
6793,128
6860,426
6861,426
6864,1136
6864,1142
6869,127
6885,2
6892,409
6892,1220
6897,424
6903,616
6903,618
6904,412
6904,434
6925,129
6925,446
6925,447
6970,441
6970,443
6970,446
6971,434
6971,446
7022,412
7022,441
7047,433
7047,1217
7076,447
7076,1318
7083,464
7083,465
7089,1217
7090,426
7139,1251
7153,430
7181,412
7183,137
7183,1120
7241,424
7256,1235
7256,1314
7258,127
7258,128
7274,434
7276,441
7288,424
7288,1235
7314,412
7315,426
7315,1254
7328,1255
7328,1268
7364,435
7364,550
7364,1142
7393,1142
7439,412
7439,441
7439,443
7440,441
7440,443
7440,1136
7496,1217
7498,1217
7502,434
7504,434
7506,1217
7509,150
7509,1318
7509,1319
7550,1142
7551,424
7578,125
7578,409
7578,1225
7597,441
7601,430
7601,527
7645,430
7645,529
7661,433
7661,1217
7661,1218
7664,1217
7664,1222
7737,141
7737,1318
7753,1142
7756,537
7756,616
7756,617
7756,1142
7769,533
7769,1306
7784,1129
7784,1316
7786,1255
7786,1259
7807,395
7821,127
7821,130
7821,444
7826,1129
7881,395
7889,137
7889,143
7889,146
7904,150
7904,434
7904,446
7934,1251
7978,1142
7979,412
7979,441
7979,1133
7986,441
7986,444
7986,446
7988,433
7988,1217
8004,1129
8004,1316
8039,128
8039,1222
8039,1311
8099,1255
8099,1262
8124,1231
8124,1314
8152,468
8152,479
8174,519
8174,613
8178,412
8178,1133
8223,433
8223,1217
8241,409
8241,1223
8248,433
8248,1217
8254,517
8254,1142
8281,150
8281,412
8281,444
8295,140
8360,127
8360,1143
8369,424
8369,1235
8378,412
8378,434
8378,441
8489,503
8489,505
8707,387
8707,395
8718,1
8718,5
8718,12
8718,1259
8718,1262
8742,1255
8750,1257
8762,1255
8762,1260
8774,1267
8778,1255
8778,1268
8784,409
8784,1224
8831,402
8831,406
9025,150
9025,412
9025,443
9041,145
9041,150
9061,150
9061,412
9061,443
9076,137
9076,146
9076,148
9076,150
9109,146
9109,150
9187,141
9187,149
9187,1223
9188,149
9188,1223
9189,149
9190,141
9190,142
9190,146
9190,1223
9191,141
9191,142
9191,146
9191,1223
9192,142
9192,146
9192,1223
9193,141
9193,142
9193,146
9193,1223
9214,149
9214,412
9224,150
9224,446
9224,1318
9228,146
9228,150
9228,412
9228,444
9229,1318
9236,1235
9236,1314
9243,150
9243,1318
9247,146
9247,150
9265,424
9274,390
9313,128
9313,1311
9313,1312
9314,128
9314,1311
9326,126
9349,133
9349,1309
9361,430
9361,527
9394,1255
9394,1268
9426,1129
9427,1142
9509,405
9509,478
9564,464
9564,467
9567,445
9567,459
9567,479
9578,389
9578,475
9578,479
9603,1255
9603,1259
9627,1142
9695,426
9695,1240
9695,1242
9702,125
9702,1223
9702,1224
9708,1125
9708,1314
9720,549
9720,1147
9722,1255
9722,1259
9722,1268
9729,430
9732,430
9732,529
9736,430
9746,412
9746,441
9747,435
9747,441
9747,445
9748,412
9748,441
9806,547
9806,551
9863,1255
9863,1259
9864,1255
9864,1260
9864,1268
10088,120
10088,1314
10090,424
10090,1235
10098,441
10098,446
10109,122
10109,409
10118,1138
10136,430
10136,527
10138,430
10138,529
10150,1128
10150,1129
10152,412
10152,1217
10153,616
10154,412
10154,1130
10161,127
10161,128
10161,134
10165,355
10165,707
10185,446
10185,1217
10208,127
10237,616
10238,1268
10245,1268
10246,1
10246,43
10246,1255
10249,465
10250,618
10250,1138
10260,459
10260,479
10332,1
10332,2
10332,53
10332,101
10400,409
10400,412
10477,424
10477,1226
10477,1233
10480,409
10480,444
10480,1225
10484,1217
10484,1222
10488,446
10492,1142
10502,430
10502,529
10508,430
10517,412
10517,441
10517,444
10518,409
10518,412
10536,127
10536,128
10566,461
10647,87
10647,466
10675,516
10675,550
10679,551
10890,444
10890,1284
10891,444
10891,1284
10892,1217
10892,1222
10900,1142
10904,430
10904,529
10917,412
10917,441
10950,1255
10950,1268
10966,1255
10966,1268
10975,125
10975,127
10975,433
11031,1255
11031,1268
11037,468
11053,459
11053,465
11053,466
11053,537
11053,1142
11150,22
11150,53
11258,430
11262,430
11267,43
11267,60
11267,1255
11276,127
11276,533
11283,1310
11286,119
11286,125
11286,127
11338,1255
11338,1268
11339,1255
11339,1268
11341,616
11341,1255
11350,18
11350,601
11353,465
11353,479
11357,465
11557,148
11578,1251
11586,1317
11592,1142
11593,1142
11607,430
11607,433
11607,1139
11620,433
11620,1217
11623,412
11623,441
11623,444
11640,412
11640,441
11675,1217
11684,616
11684,618
11685,1142
11691,137
11691,141
11691,150
11691,1318
11691,1319
11703,128
11703,1311
11703,1312
11763,1136
11764,441
11764,1136
11771,409
11771,412
11771,441
11771,442
11789,424
11802,426
11816,1217
11823,441
11823,444
11823,446
11890,441
11936,146
11936,426
11936,1248
11994,1255
11994,1268
11996,600
11996,613
12008,1142
12010,619
12020,412
12020,430
12020,1217
12030,707
12053,1223
12125,430
12125,534
12126,412
12126,424
12144,459
12144,483
12155,618
12155,1181
12164,412
12164,424
12177,701
12180,549
12190,426
12190,1242
12190,1336
12204,120
12204,424
12204,444
12262,122
12262,433
12262,1217
12267,1255
12267,1268
12278,412
12278,424
12278,1233
12278,1235
12295,516
12295,600
12295,1182
12430,412
12430,444
12431,149
12433,430
12453,409
12453,723
12466,441
12466,444
12466,446
12485,1188
12522,140
12563,424
12563,1223
12565,516
12565,550
12688,441
12688,446
12688,447
12704,1259
12807,43
12807,483
12812,127
12812,129
12812,130
12823,434
12865,553
12865,1314
12872,1251
12920,465
12920,479
12920,488
12946,1142
12956,464
12956,505
12963,1
12963,43
12963,483
12964,412
12964,549
12964,609
12970,1142
12972,1142
13018,538
13018,1196
13025,1133
13025,1138
13025,1314
13071,441
13072,434
13081,1219
13081,1284
13092,433
13095,128
13095,1311
13095,1312
13112,433
13223,126
13223,127
13233,445
13233,547
13233,559
13233,765
13240,142
13240,146
13240,1223
13250,430
13295,426
13297,430
13297,433
13297,527
13305,433
13305,1217
13308,527
13308,533
13312,426
13312,1242
13334,1129
13343,141
13343,146
13343,412
13348,150
13355,441
13355,444
13355,1133
13363,412
13363,1224
13365,412
13390,533
13390,1306
13397,412
13397,441
13397,444
13438,490
13438,498
13438,499
13445,1220
13478,1251
13509,412
13509,433
13510,537
13510,613
13510,615
13552,412
13552,441
13552,443
13552,1326
13562,424
13571,1251
13571,1254
13573,1226
13573,1235
13582,433
13585,1142
13632,430
13632,529
13647,128
13678,1222
13739,445
13739,613
13750,1142
13753,465
13753,616
13753,765
13782,519
13782,551
13782,553
13782,613
13800,1129
13800,1316
13801,519
13801,1142
13865,430
13874,1142
13900,426
13900,1242
14031,412
14031,1223
14089,392
14089,517
14143,1157
14143,1181
14165,521
14235,426
14240,412
14240,424
14240,1226
14280,441
14280,446
14281,441
14281,446
14296,537
14296,616
14296,1185
14336,1314
14417,1255
14417,1268
14426,1255
14426,1259
14443,433
14443,1255
14443,1268
14444,433
14444,1133
14444,1255
14449,1142
14513,441
14554,1217
14583,1142
14609,141
14609,142
14609,146
14609,1223
14705,433
14705,1259
14705,1268
14710,412
14710,1255
14751,426
14752,412
14752,434
14752,444
14821,1
14821,22
14821,43
14821,81
14821,83
14849,412
14849,441
14849,444
14865,127
14865,130
14866,127
14866,130
14867,127
14867,129
14867,130
14869,412
14869,424
14869,1233
14870,412
14870,424
14872,125
14872,433
14872,1217
14874,412
14874,441
14874,444
14874,1136
14888,616
14899,433
14901,412
14901,441
14901,444
14921,551
14921,1147
14948,537
14955,409
14955,444
14956,1222
14957,441
14957,1317
14963,434
14963,441
14963,446
14980,1259
14990,414
14990,510
14990,516
15005,1314
15017,149
15031,468
15048,1231
15048,1314
15088,1223
15095,468
15095,479
15148,412
15148,441
15148,443
15148,1139
15151,141
15151,150
15151,1319
15151,1322
15160,137
15160,141
15160,441
15160,1317
15160,1322
15161,1217
15171,1217
15184,128
15184,1311
15184,1312
15207,433
15207,1217
15235,412
15235,444
15236,444
15236,1133
15236,1251
15236,1318
15237,142
15238,127
15238,433
15252,150
15252,412
15257,441
15272,12
15272,488
15305,126
15305,1309
15305,1311
15309,412
15309,416
15309,441
15309,443
15311,412
15311,441
15314,412
15314,441
15314,444
15321,141
15321,149
15321,1223
15328,461
15328,464
15356,412
15363,1222
15368,395
15374,468
15374,479
15389,1246
15389,1251
15393,479
15393,486
15408,409
15408,1223
15426,433
15432,150
15432,1318
15432,1319
15435,142
15435,1240
15441,416
15441,1129
15444,434
15471,1129
15471,1316
15524,1181
15536,149
15536,533
15548,412
15548,1136
15557,409
15655,433
15656,433
15656,1217
15658,127
15658,128
15658,433
15661,120
15661,1314
15734,1136
15734,1284
15753,126
15753,1310
15776,1251
15776,1254
15796,430
15796,433
15809,149
15810,146
15810,1223
15811,141
15811,142
15830,140
15886,1255
15886,1268
15891,128
15891,433
15908,1270
15908,1272
15940,692
16093,430
16093,527
16113,426
16113,433
16122,434
16129,412
16131,412
16131,1219
16131,1326
16132,424
16132,1233
16132,1235
16145,1255
16145,1268
16168,412
16184,1309
16184,1310
16205,412
16205,441
16205,1127
16205,1142
16210,516
16215,616
16215,618
16299,150
16299,1318
16299,1319
16303,412
16303,424
16315,22
16315,43
16327,424
16344,424
16357,389
16376,616
16376,1280
16426,549
16426,1129
16433,441
16434,441
16443,1142
16480,1309
16480,1310
16522,1142
16549,537
16549,547
16549,549
16549,550
16549,556
16551,468
16551,479
16573,441
16582,1235
16582,1314
16660,1223
16693,125
16693,126
16698,1222
16714,126
16714,129
16791,149
16792,141
16792,142
16792,146
16792,1223
16816,128
16816,1312
16836,618
16836,1140
16840,424
16852,1222
16871,1260
16900,140
16907,119
16927,1136
16979,126
16979,128
16979,1311
16979,1312
16984,412
16990,1222
16996,129
16996,1309
17027,1217
17029,412
17029,444
17036,140
17105,134
17105,1309
17105,1311
17110,1142
17113,433
17119,433
17124,1217
17130,459
17130,465
17130,479
17140,149
17140,430
17147,1314
17215,412
17215,1218
17215,1326
17221,548
17221,613
17232,1235
17232,1314
17237,22
17237,65
17238,547
17238,600
17261,433
17262,434
17266,1
17266,18
17266,43
17266,49
17273,464
17273,465
17273,479
17280,18
17280,43
17369,1217
17403,616
17403,617
17404,616
17404,617
17405,616
17405,617
17422,125
17422,127
17422,532
17428,412
17428,1280
17433,409
17433,1223
17455,1318
17548,490
17548,498
17550,414
17554,414
17554,510
17561,446
17566,412
17591,479
17591,486
17631,137
17631,140
17631,549
17632,143
17632,146
17632,150
17657,1226
17662,127
17662,130
17666,1217
17677,616
17686,435
17686,441
17688,498
17731,434
17761,125
17761,433
17761,1136
17762,127
17762,444
17763,430
17763,433
17771,137
17771,1120
17797,433
17803,433
17808,426
17817,137
17817,140
17817,1318
17822,137
17822,142
17822,150
17963,433
17963,1280
18003,1256
18086,149
18093,141
18093,149
18093,1223
18116,430
18116,527
18124,412
18124,441
18124,443
18124,1326
18149,441
18149,444
18149,446
18174,128
18174,1311
18174,1312
18239,140
18239,150
18239,1318
18244,459
18406,430
18406,527
18412,537
18412,1270
18472,387
18472,393
18472,404
18472,408
18532,1142
18543,412
18549,1220
18549,1222
18585,412
18585,547
18585,600
18603,1217
18621,1314
18628,426
18628,444
18628,1242
18641,412
18641,441
18641,1326
18658,1314
18714,433
18714,1217
18717,433
18727,134
18727,1309
18733,547
18733,549
18733,559
18790,13
18790,18
18790,19
18827,395
18827,600
18828,519
18828,613
18832,137
18832,142
18832,143
18832,1318
18840,1142
18845,1142
18863,433
18863,1150
18863,1185
18863,1217
18869,609
18869,1143
18911,150
18911,1319
18911,1322
18914,1142
18914,1143
18914,1147
18933,1125
18933,1222
18934,433
18957,519
18957,613
19038,537
19038,1143
19043,435
19043,609
19043,616
19046,1217
19061,412
19071,1222
19077,1142
19144,125
19144,127
19146,1222
19152,126
19154,433
19154,529
19189,468
19189,479
19223,1136
19283,130
19286,412
19286,426
19331,412
19331,424
19338,126
19338,130
19338,1136
19373,143
19373,1310
19389,150
19389,1318
19389,1319
19415,446
19415,447
19415,1237
19424,1240
19424,1251
19427,465
19427,468
19427,1204
19444,434
19468,430
19469,430
19469,433
19539,125
19539,126
19539,127
19539,532
19540,433
19540,1217
19548,150
19555,519
19555,616
19561,736
19561,751
19569,1143
19574,1255
19574,1268
19631,441
19632,441
19638,1129
19667,464
19667,465
19681,1
19681,5
19681,17
19681,43
19688,146
19696,396
19696,516
19696,548
19696,600
19821,1147
19825,549
19825,1136
19825,1142
19826,414
19830,394
19988,433
19990,433
19991,433
20017,1
20017,7
20027,433
20027,529
20069,1239
20069,1314
20092,141
20092,146
20092,710
20092,1218
20106,459
20117,127
20137,424
20157,533
20169,1284
20169,1333
20202,1231
20202,1251
20203,434
20294,430
20323,1314
20338,137
20338,1240
20361,490
20361,498
20381,137
20381,141
20381,150
20381,1319
20383,127
20383,130
20383,136
20384,412
20384,424
20413,142
20413,150
20445,1142
20463,125
20463,433
20504,1142
20506,412
20506,433
20508,1142
20516,424
20516,1233
20523,142
20523,146
20523,1223
20524,149
20525,149
20526,149
20529,1142
20579,424
20579,433
20579,1226
20587,441
20589,1142
20593,412
20593,441
20593,444
20595,434
20724,146
20724,1223
20735,1129
20755,141
20755,1322
20766,1309
20766,1311
20767,1231
20767,1314
20779,1142
20779,1143
20791,426
20793,426
20802,424
20802,1226
20802,1233
20807,22
20807,25
20854,426
20856,1129
20856,1316
20857,465
20857,479
20886,434
20895,1
20895,22
20895,43
20914,459
20914,465
20914,537
20934,505
20934,739
21001,441
21032,127
21032,433
21041,459
21041,464
21041,537
21052,446
21052,1316
21054,616
21082,412
21086,424
21088,444
21088,447
21088,1284
21095,1142
21131,1142
21169,126
21169,1309
21169,1310
21189,433
21190,146
21190,1142
21192,1142
21195,423
21211,510
21211,1142
21286,446
21286,1136
21286,1218
21287,149
21287,1223
21296,433
21296,1224
21297,468
21301,1309
21301,1311
21309,446
21309,1136
21324,426
21324,444
21324,1223
21324,1242
21384,137
21384,397
21384,408
21384,710
21384,1120
21384,1138
21384,1188
21386,696
21449,424
21449,433
21449,1226
21486,433
21488,1217
21491,430
21491,527
21499,125
21499,127
21517,446
21517,1136
21517,1218
21525,412
21525,424
21527,1157
21545,1223
21547,430
21567,1251
21574,430
21574,529
21583,424
21583,1237
21584,547
21584,549
21584,550
21603,1309
21621,146
21621,1223
21637,1309
21637,1310
21648,141
21648,146
21648,1223
21656,127
21656,149
21656,433
21656,1223
21681,1251
21681,1254
21781,443
21781,446
21781,1317
21786,412
21850,128
21850,1311
21850,1312
21852,357
21852,539
21875,141
21875,145
21929,430
21929,433
21936,1251
22235,465
22310,389
22310,461
22425,430
22425,532
22476,412
22476,430
22479,1129
22537,137
22537,146
22608,434
22608,1142
22642,459
22642,479
22662,424
22662,1239
22695,1142
22710,1222
22712,149
22712,433
22714,600
22733,616
22736,517
22801,1222
22823,517
22823,518
22853,412
22853,551
22853,1147
22864,389
22864,459
22864,461
22869,125
22878,424
22878,1235
22895,1129
22895,1316
22954,433
22958,426
22978,433
22978,1218
23077,446
23077,1316
23085,426
23087,142
23087,144
23096,433
23136,1142
23147,412
23147,424
23160,1310
23188,547
23188,1144
23196,412
23196,443
23196,1133
23204,441
23204,446
23205,441
23205,446
23227,137
23227,141
23227,1316
23233,1222
23234,142
23234,1124
23234,1240
23249,408
23249,593
23259,433
23283,1142
23283,1147
23306,433
23306,1217
23308,424
23308,1314
23339,1222
23347,1217
23366,426
23368,1251
23424,127
23424,129
23450,424
23527,145
23527,150
23527,1318
23527,1319
23528,125
23528,412
23528,441
23528,444
23552,137
23552,1120
23572,1142
23574,1142
23575,412
23575,424
23578,490
23578,497
23579,1129
23579,1316
23580,128
23580,1311
23580,1312
23596,479
23596,505
23622,424
23622,1226
23622,1233
23709,426
23710,1217
23722,1309
23722,1310
23726,1142
23726,1143
23734,1217
23734,1222
23748,127
23750,447
23750,1133
23750,1136
23750,1219
23754,1314
23758,538
23759,1311
23768,616
23768,618
23796,412
23796,434
23796,616
23796,1141
23797,409
23797,444
23859,1231
23859,1314
23873,409
23873,1130
23885,459
23885,479
23911,441
23912,434
23922,468
23922,479
23936,527
23936,1136
23936,1326
23949,412
23949,424
23987,553
23987,1157
24012,1251
24016,505
24045,468
24053,1280
24053,1314
24135,549
24135,616
24157,409
24157,444
24157,1326
24169,1226
24169,1229
24169,1233
24169,1314
24183,426
24193,430
24193,433
24193,1217
24196,412
24221,412
24221,441
24236,616
24236,617
24236,1182
24236,1260
24258,602
24275,433
24275,1223
24279,412
24279,416
24317,547
24317,550
24338,134
24338,1309
24338,1311
24364,412
24364,441
24364,1326
24439,602
24439,609
24464,433
24493,623
24533,412
24533,444
24533,1326
24534,1231
24534,1314
24544,446
24544,447
24591,433
24592,433
24605,444
24605,446
24605,447
24606,446
24606,1333
24628,447
24638,521
24668,1309
24668,1310
24675,616
24680,600
24680,616
24706,426
24712,516
24712,550
24714,1217
24717,434
24722,433
24723,128
24723,1311
24733,143
24733,144
24733,146
24733,1240
25169,468
25169,1255
25172,430
25202,146
25202,150
25204,1129
25271,1223
25296,1240
25296,1242
25299,1231
25299,1314
25313,426
25315,426
25315,1254
25320,426
25320,1254
25327,424
25327,1226
25340,127
25340,130
25340,444
25345,127
25345,412
25345,444
25347,446
25347,1317
25357,412
25357,424
25357,444
25362,1309
25439,1251
25439,1254
25440,459
25440,464
25440,479
25447,129
25447,1309
25501,426
25539,149
25540,149
25557,141
25557,146
25557,149
25557,1223
25558,141
25558,142
25558,146
25558,1223
25559,141
25559,142
25559,146
25559,1223
25560,142
25560,146
25560,1223
25561,142
25561,146
25561,1223
25562,137
25562,141
25562,142
25562,146
25562,1223
25563,141
25563,142
25563,146
25563,1223
25564,141
25564,142
25564,146
25564,1223
25591,430
25636,1142
25643,1255
25643,1257
25693,1255
25693,1259
25693,1268
25716,559
25716,1260
25739,441
25739,1317
25766,433
25847,1142
26011,430
26040,446
26040,1129
26046,441
26046,446
26136,127
26136,136
26136,412
26136,444
26231,1222
26240,409
26240,1136
26272,412
26272,424
26272,444
26276,142
26276,1124
26276,1240
26283,409
26292,142
26292,1233
26292,1314
26300,547
26300,548
26300,765
26316,79
26319,8
26322,1133
26336,490
26336,498
26336,780
26336,784
26351,150
26351,446
26351,1280
26364,433
26395,433
26396,127
26397,412
26397,441
26397,444
26397,1130
26402,412
26402,441
26402,444
26407,426
26434,465
26434,479
26502,1222
26502,1223
26502,1225
26505,1255
26505,1261
26511,434
26579,1217
26580,1217
26581,449
26591,516
26593,551
26593,609
26672,1142
26673,1142
26708,533
26708,1222
26710,445
26711,433
26711,1217
26711,1326
26723,446
26723,1136
26767,426
26797,1220
26797,1222
26808,713
26822,1314
26867,412
26867,441
26868,412
26868,441
26868,1133
26874,412
26874,441
26874,444
26874,1326
26886,412
26886,424
26886,1233
26924,22
26924,25
26932,412
26932,444
26932,1326
26957,412
26959,143
26959,144
26959,146
26960,433
26960,1217
26962,137
26962,142
26962,144
26963,127
26965,433
26965,1217
27030,412
27030,434
27030,441
27041,1257
27046,433
27048,1217
27062,465
27062,503
27062,694
27062,739
27062,765
27088,547
27088,550
27090,548
27092,412
27092,424
27103,120
27103,1222
27103,1314
27139,433
27141,537
27141,602
27141,609
27142,537
27142,602
27142,609
27147,434
27168,424
27175,459
27175,465
27175,537
27251,616
27251,618
27308,409
27348,446
27348,1317
27365,1255
27380,412
